person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,risk_score_tahap2,predicted_tahap2
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,0.657096773652301,1
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,0.675436841053281,1
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,0.4886249233972708,0
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,0.8528782270943664,1
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,0.77485811482968,1
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,0.38940849145526985,0
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,0.5,1
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2,0.5,1
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,0.4886249233972708,0
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,0.6800301484052025,1
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,0.5,1
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,0.5,1
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,0.5,1
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,0.6834910823012655,1
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,0.5296736362835383,1
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,0.741081957907945,1
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,0.41817898828812067,0
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,0.513824942936692,1
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,0.49060827437412197,0
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,0.6593419559578768,1
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,0.5,1
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0.5,1
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,0.48689890363882715,0
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,0.48556417787190304,0
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,0.5,1
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,0.4770008558934875,0
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,0.5788564418109944,1
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,0.44481812962570927,0
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,0.4830067267111194,0
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,0.6454445285164517,1
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,0.5,1
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,0.5,1
26,110000,RENT,3.0,PERSONAL,C,25000,10.99,0,0.23,Y,2,0.5,1
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,0.4860254312590229,0
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,0.6564754685107311,1
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,0.4289193260629002,0
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,0.4320175169604503,0
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,0.5,1
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,0.48912381088093726,0
24,83300,RENT,0.0,MEDICAL,D,25000,10.99,1,0.26,N,2,0.5,1
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,0.5,1
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,0.4872389612622859,0
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,0.5,1
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,0.5,1
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,0.5,1
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,0.47793021028695615,0
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,0.41141011617805145,0
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,0.5,1
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,0.5,1
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,0.5,1
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,0.4320175169604503,0
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,0.5202335266319175,1
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,0.4852203080869991,0
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,0.5,1
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,0.42621138792331414,0
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,0.4770008558934875,0
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,0.5,1
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,0.48799977170718917,0
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,0.4914652344769409,0
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,0.4886249233972708,0
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,0.461637404637328,0
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,0.5,1
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,0.5,1
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,0.41141011617805145,0
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,0.5847457755621721,1
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,0.5,1
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,0.5,1
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,0.4209953016206905,0
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,0.4740332646329832,0
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,0.41667209105569863,0
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,0.4837257783413412,0
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,0.4889851929721864,0
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,0.5,1
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,0.41484769305767444,0
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,0.7052590021691104,1
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,0.4320175169604503,0
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,0.5,1
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,0.4986607082758056,0
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,0.4883779212420753,0
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,0.5079719559507068,1
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,0.7052590021691104,1
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,0.5,1
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,0.5185627516223285,1
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,0.5,1
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,0.4886249233972708,0
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,0.5,1
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,0.5,1
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,0.42090777244635175,0
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,0.4050545528388283,0
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,0.45047649056365496,0
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,0.49991221248004386,0
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,0.5101102655880478,1
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,0.7859902648235071,1
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,0.565704671463324,1
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,0.7052590021691104,1
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,0.5,1
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,0.620416141519117,1
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,0.5,1
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,0.6357905391580136,1
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,0.42158467103102876,0
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,0.46371915707164785,0
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,0.5000000000000001,1
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,0.654635132532038,1
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,0.6572441398146041,1
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,0.7860272690601513,1
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,0.5,1
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,0.5,1
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,0.5,1
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,0.7049630010978722,1
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,0.7894317915494112,1
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,0.5,1
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,0.5,1
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,10.99,0,0.06,N,3,0.4875253725049173,0
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0.4320175169604503,0
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,0.5788564418109944,1
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,0.5,1
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,10.99,0,0.09,N,4,0.4313482624053601,0
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,0.5296736362835383,1
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,0.5,1
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,0.5,1
25,111996,RENT,9.0,PERSONAL,D,24250,10.99,0,0.22,N,3,0.4814587423598972,0
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,0.6365881136106202,1
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,0.5,1
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,0.4866911962627945,0
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,0.4890918981544134,0
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,0.5123603962652962,1
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,0.844919849722964,1
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,0.7412543807913157,1
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,0.5,1
26,48000,RENT,4.0,MEDICAL,A,24000,10.99,1,0.5,N,3,0.7075137714763005,1
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,0.5,1
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,0.5,1
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,0.5,1
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,0.7791403685799828,1
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,0.5570095562222224,1
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,0.6810977244822473,1
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,0.5570095562222224,1
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,0.5,1
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,0.549552082628583,1
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,0.5,1
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,10.99,1,0.37,N,2,0.5,1
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,10.99,1,0.28,Y,3,0.670880374641857,1
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,0.5,1
23,66000,RENT,6.0,VENTURE,A,24000,10.99,1,0.36,N,4,0.6877994098793052,1
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,0.6834910823012655,1
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,0.530025920070533,1
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,0.6210626132797942,1
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,0.6877994098793052,1
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,0.5,1
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,0.42750223100811646,0
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,0.7052590021691104,1
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,0.6347065196596228,1
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,10.99,1,0.32,N,3,0.6877994098793052,1
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,0.778773779901362,1
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,0.8185041379123678,1
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,0.5,1
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,0.42090777244635175,0
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,0.5,1
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,0.5,1
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,0.6708279616892253,1
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,0.5,1
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,0.8218972603898301,1
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,0.383896296358366,0
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,0.6800301484052025,1
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,0.48624301468730907,0
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,0.5532404389792619,1
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,0.5263590138329707,1
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,10.99,1,0.24,Y,2,0.5,1
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,0.6389064149245437,1
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,0.4166291283498082,0
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,0.47911179614287913,0
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,0.779144528588641,1
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,0.6218220809611797,1
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,0.5,1
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,0.4860254312590229,0
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,0.5,1
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,0.5,1
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,0.8037191013372582,1
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,0.430018866320573,0
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,0.5,1
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,0.8589833601626228,1
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,0.6572441398146041,1
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,0.4313482624053601,0
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,0.5,1
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,10.99,0,0.14,Y,2,0.5,1
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,0.48806847310841883,0
24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,10.99,1,0.55,N,2,0.5,1
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,0.5,1
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,0.7053334770942972,1
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,0.5,1
25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,0.5000000000000002,1
23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,0.6960848673316504,1
22,18000,OWN,2.0,MEDICAL,C,4000,10.99,1,0.22,N,2,0.5,1
22,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,0.5,1
25,18000,MORTGAGE,1.0,MEDICAL,B,4000,10.99,1,0.22,N,3,0.4814587423598972,0
21,18000,OWN,5.0,VENTURE,B,3375,10.99,1,0.19,N,2,0.5,1
22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,0.5,1
22,43385,RENT,7.0,PERSONAL,C,23000,10.99,1,0.53,N,3,0.8323377371931894,1
25,56544,RENT,3.0,EDUCATION,B,23000,10.99,1,0.41,N,2,0.5,1
23,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,0.7052590021691104,1
24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4,0.4320175169604503,0
25,63208,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,N,3,0.5869407802371746,1
24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,0.7052590021691104,1
23,68000,RENT,7.0,EDUCATION,B,23000,9.62,1,0.34,N,2,0.5,1
22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,0.4843499673740019,0
25,80000,RENT,9.0,VENTURE,C,23000,10.99,0,0.29,N,2,0.5,1
24,88000,RENT,1.0,VENTURE,D,23000,14.54,1,0.26,N,2,0.5,1
22,58600,RENT,5.0,MEDICAL,B,22750,11.36,1,0.39,N,4,0.7025432563671404,1
23,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,0.5,1
24,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,1,0.16,N,3,0.4872389612622859,0
26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,Y,2,0.5,1
24,73000,RENT,0.0,VENTURE,E,22400,16.7,1,0.31,Y,4,0.6504201628210624,1
24,18500,MORTGAGE,8.0,PERSONAL,A,5000,9.32,1,0.27,N,3,0.5045851707520834,1
23,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3,0.8554918450527367,1
25,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2,0.5,1
25,52000,RENT,4.0,PERSONAL,B,22000,10.74,1,0.42,N,2,0.5,1
21,18701,MORTGAGE,0.0,PERSONAL,D,4200,14.11,1,0.22,Y,4,0.5000000000000003,1
22,57000,RENT,6.0,EDUCATION,B,22000,9.63,1,0.39,N,3,0.5567665281562715,1
25,58000,RENT,0.0,MEDICAL,C,22000,14.65,1,0.38,N,2,0.5,1
23,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4,0.6231368792676538,1
24,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2,0.5,1
25,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,1,0.16,N,2,0.5,1
26,56000,RENT,7.0,MEDICAL,E,22000,17.19,1,0.39,N,3,0.7806519757544171,1
22,70000,RENT,3.0,EDUCATION,B,22000,11.36,1,0.31,N,4,0.7052590021691104,1
22,66000,RENT,1.0,EDUCATION,F,22000,10.99,1,0.33,N,2,0.5,1
23,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3,0.6545324106514416,1
24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0,0.29,N,2,0.5,1
22,19000,OWN,6.0,MEDICAL,A,3625,8.49,1,0.19,N,3,0.4852203080869991,0
26,77000,RENT,0.0,VENTURE,A,22000,6.54,0,0.29,N,3,0.48861697660649633,0
21,19000,OWN,5.0,MEDICAL,A,6000,8.49,1,0.32,N,3,0.5087048807768126,1
24,80000,RENT,0.0,MEDICAL,A,22000,10.99,0,0.28,N,4,0.6527150961200352,1
26,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2,0.5,1
24,19000,OWN,3.0,MEDICAL,C,7400,13.85,1,0.39,N,2,0.5,1
25,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,0.4830067267111194,0
23,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,0.5612404351464447,1
25,77650,RENT,8.0,PERSONAL,B,22000,11.48,1,0.28,N,3,0.690256624170855,1
25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,0.5,1
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,0.5000000000000003,1
23,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,0.4050545528388283,0
23,110000,RENT,0.0,PERSONAL,B,22000,10.99,0,0.2,N,3,0.48423741713318047,0
22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,0.5,1
25,57000,RENT,4.0,PERSONAL,B,21700,11.99,1,0.38,N,2,0.5,1
24,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2,0.5,1
23,56000,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,0.8529700686091223,1
26,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,0.812135174333025,1
22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3,0.6729385925797611,1
22,78000,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,1,0.28,N,3,0.6808095739244779,1
22,19200,OWN,0.0,VENTURE,B,2400,10.59,0,0.13,N,3,0.48556417787190304,0
24,112140,RENT,8.0,MEDICAL,A,21600,7.9,0,0.19,N,2,0.5,1
25,19200,OWN,4.0,EDUCATION,B,3000,11.99,1,0.16,N,4,0.454034130659987,0
24,59000,RENT,5.0,MEDICAL,D,21500,16.89,1,0.36,N,3,0.7723271239370938,1
24,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,1,0.31,N,3,0.5959029368081028,1
24,116000,RENT,5.0,EDUCATION,D,21500,15.33,0,0.19,Y,3,0.5309095889186508,1
25,60000,RENT,5.0,EDUCATION,A,21450,7.29,1,0.36,N,4,0.5320856983776214,1
22,31000,RENT,5.0,DEBTCONSOLIDATION,B,21250,12.42,1,0.69,N,3,0.8607035968650202,1
25,47052,RENT,5.0,VENTURE,B,21250,10.99,1,0.45,N,2,0.5,1
25,51060,RENT,9.0,VENTURE,A,21250,6.91,1,0.42,N,2,0.5,1
22,19200,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,14.17,1,0.26,Y,2,0.5,1
22,53000,RENT,3.0,MEDICAL,B,21250,10.25,1,0.4,N,3,0.6231368792676538,1
26,19200,OWN,0.0,EDUCATION,B,9250,10.99,1,0.48,N,2,0.5,1
24,56000,RENT,8.0,VENTURE,D,21250,15.95,1,0.38,Y,3,0.77485811482968,1
24,65000,RENT,4.0,EDUCATION,D,21250,15.95,1,0.33,Y,4,0.6449323046104348,1
21,35000,RENT,3.0,VENTURE,B,21000,12.53,1,0.6,N,4,0.8505063449094106,1
22,19200,MORTGAGE,6.0,HOMEIMPROVEMENT,D,1400,14.91,1,0.07,Y,4,0.5069165548752506,1
23,19200,MORTGAGE,7.0,MEDICAL,A,3000,10.99,1,0.16,N,4,0.430018866320573,0
26,40000,RENT,3.0,MEDICAL,A,21000,6.54,1,0.53,N,4,0.8323377371931894,1
25,19200,OWN,2.0,VENTURE,B,1000,10.99,0,0.05,N,3,0.4875253725049173,0
26,42000,RENT,0.0,MEDICAL,F,21000,17.26,1,0.5,Y,4,0.7313389637367856,1
23,63000,RENT,2.0,MEDICAL,B,21000,11.36,1,0.33,N,2,0.5,1
26,19200,MORTGAGE,5.0,VENTURE,A,4000,7.51,1,0.21,N,4,0.41141011617805145,0
22,59000,RENT,2.0,PERSONAL,B,21000,10.71,1,0.36,N,3,0.6648968067472619,1
22,70500,RENT,3.0,PERSONAL,C,21000,13.98,0,0.3,Y,4,0.7052590021691104,1
26,65219,RENT,11.0,DEBTCONSOLIDATION,D,21000,14.09,1,0.32,N,3,0.8161260594922451,1
