person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,ann_score,risk_score_tahap3,predicted_tahap3
23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2,0.08976984001979933,0.5,1
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,Y,4,0.18094002764630027,0.4999999999999998,0
24,183000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.11,N,3,0.0883944439599428,0.39284846136147344,0
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,10.99,0,0.01,N,2,0.07238220886588617,0.5,1
25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3,0.02665508273736859,0.19061937055220915,0
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4,0.757591054699565,0.5719521599428122,1
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,10.99,1,0.34,Y,4,0.5851959657041382,0.4999999999999998,0
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3,0.35390769135412065,0.5000000000000006,1
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3,0.4560430262696447,0.5000000000000006,1
24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2,0.3772726876322807,0.5,1
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,0.39381369119597753,0.48770170969587373,0
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,0.42042136891920134,0.5000000000000006,1
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,0.6124725189553787,0.4999999999999998,0
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3,0.061079514411481906,0.19061937055220915,0
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,0.6818954001651968,0.5,1
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,0.0911118362802967,0.4161114946327758,0
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,0.7856223861297171,0.6184194533806452,1
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,0.32063088458112016,0.4686500516246339,0
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2,0.10052211860844287,0.5,1
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4,0.056654643774356916,0.3815805466193539,0
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4,0.6039655781193585,0.4999999999999998,0
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,10.99,1,0.41,N,4,0.7044537019985907,0.8174973872833485,1
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,0.5816108430869158,0.5000000000000006,1
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,0.6740207194038093,0.5000000000000006,1
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,0.7253187896334227,0.5511356003401682,1
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,0.7003523765510822,0.5,1
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,0.27906209099816187,0.4448906083267125,0
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,0.6543603373041645,0.5,1
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,0.08443878525789691,0.40478154326605403,0
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,0.09213536427080908,0.39284846136147344,0
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,0.25631902171555127,0.4999999999999998,0
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,0.04346436136399204,0.17630275896925715,0
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,0.0813588071337752,0.5,1
23,15000,OWN,7.0,MEDICAL,B,4475,10.99,1,0.3,N,4,0.3824110515270564,0.4948320897743116,0
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,0.7294703589476994,0.6071515386385268,1
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,0.7975075987242477,0.6184194533806452,1
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,0.29194574488517133,0.39284846136147344,0
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,0.6560934124995637,0.4999999999999998,0
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,0.29951953365490597,0.5000000000000006,1
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,0.2665553840885119,0.5000000000000006,1
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,0.26494200222441694,0.4999999999999998,0
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,0.5480926943187121,0.4999999999999998,0
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,0.1312157572278383,0.5000000000000006,1
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,0.8218282062463268,0.6184194533806452,1
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,0.676710251043618,0.5964190475072098,1
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,0.04548417265068954,0.3907541215478807,0
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,0.039168087354753404,0.5,1
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2,0.08128699129148273,0.5,1
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,0.10474026734198312,0.48705304250032644,0
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,0.3802345774620456,0.4999999999999998,0
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,0.45472957107358264,0.5,1
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,0.622895003658371,0.5,1
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,0.28860764916265463,0.5,1
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,0.5573631024982383,0.4999999999999998,0
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,0.4004626228035875,0.4999999999999998,0
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,0.6176997484581886,0.5563097502610198,1
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,0.14492800967375027,0.38629878704492043,0
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,0.2514328855108273,0.4999999999999998,0
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,0.15190149157039148,0.39284846136147344,0
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,0.6323913908387063,0.5957715176439046,1
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,0.47452040974529486,0.5,1
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0.09246747025130171,0.5,1
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,0.04481600162038519,0.33376858622366096,0
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,0.06653221335578267,0.39284846136147344,0
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,0.2340453236563215,0.5000000000000006,1
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,0.10352927580347346,0.4999999999999998,0
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,0.5015970184089706,0.5000000000000006,1
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,0.07797805619955053,0.46587633687481644,0
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,0.13135397962812217,0.39713744706073,0
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,0.5486872932272473,0.5275480676897778,1
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,0.0766521583576738,0.5,1
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,0.23808039664226963,0.5,1
26,110000,RENT,3.0,PERSONAL,C,25000,10.99,0,0.23,Y,2,0.15453811248060162,0.5,1
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,0.07392360274463948,0.37904857925328855,0
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,0.5570871478289461,0.4999999999999998,0
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,0.05359284215243065,0.36401198019590947,0
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,0.06940956444969641,0.41381335246888706,0
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,0.3264392927933634,0.5,1
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,0.10561248156440517,0.5000000000000006,1
24,83300,RENT,0.0,MEDICAL,D,25000,10.99,1,0.26,N,2,0.20860706897473205,0.5,1
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,0.49365965375833637,0.5,1
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,0.1347141292350516,0.5000000000000006,1
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,0.5199553253923405,0.5,1
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,0.04386609509338047,0.5,1
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,0.463868434894779,0.5,1
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,0.16619913509149997,0.4999999999999998,0
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,0.11036295597504893,0.3816208618453733,0
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,0.12622045871935775,0.5,1
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,0.119185723399849,0.5,1
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,0.46893507662484524,0.5,1
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,0.0362677710481568,0.17630275896925715,0
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,0.4497742672926001,0.5000000000000006,1
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,0.10239507349898035,0.39284846136147344,0
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,0.5046664748085831,0.5,1
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,0.11038682061667024,0.44537386481828284,0
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,0.11368986412987658,0.4999999999999998,0
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,0.18232000874355947,0.5,1
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,0.07613558327203929,0.39284846136147344,0
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,0.14374496509640014,0.5000000000000006,1
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,0.09413140272363506,0.403558580899247,0
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,0.06785667937688916,0.39284846136147344,0
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,0.1253578982384685,0.5,1
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,0.10170444808729658,0.5,1
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,0.07599515356104261,0.17630275896925715,0
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,0.514675978212138,0.5000000000000006,1
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,0.10667118876172652,0.5,1
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,0.5687396095300782,0.5,1
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,0.10757165346168888,0.4339947862391367,0
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,0.1290653373772417,0.4999999999999998,0
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,0.07755262321072327,0.3815805466193539,0
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,0.09005939853379404,0.39284846136147344,0
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,0.024417813956199526,0.19061937055220915,0
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,0.46716967658331043,0.5,1
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,0.07001934716350201,0.3815805466193539,0
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,0.6653982517116506,0.4999999999999998,0
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,0.042945973142412226,0.17630275896925715,0
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,0.6151438774448305,0.5,1
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,0.1523278738019062,0.4999999999999998,0
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,0.04101133259906384,0.19061937055220915,0
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,0.3802236430172334,0.5000000000000006,1
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,0.6333963397216678,0.4999999999999998,0
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,0.5742586404632922,0.5,1
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,0.4966100798686048,0.5000000000000006,1
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,0.064084154924507,0.5,1
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,0.12062961275623874,0.5000000000000006,1
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,0.15101263825401545,0.5,1
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,0.10193677821829819,0.5,1
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,0.073774181737047,0.17630275896925715,0
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,0.12129160740156802,0.3816208618453733,0
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,0.08934399272517736,0.4809271969714134,0
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,0.33424011510029905,0.4948320897743116,0
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,0.20830403399117486,0.423269455128224,0
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,0.8556567867100414,0.8093806294477919,1
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,0.6731955573655654,0.8093806294477914,1
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,0.4434540171917976,0.4999999999999998,0
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,0.08011279109695589,0.5,1
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,0.24252221787832798,0.4426943573878154,0
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,0.09517208397437542,0.5,1
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,0.5441474866020917,0.4999999999999998,0
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,0.056654643774356916,0.3815805466193539,0
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,0.11551145601025559,0.4999999999999998,0
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,0.2184600572821452,0.4999999999999998,0
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,0.8063985619952039,0.8236972410307427,1
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,0.6697502217240758,0.6349500153109668,1
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,0.8229375936708622,0.6184194533806452,1
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,0.7651780195899586,0.5,1
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,0.7342790635768732,0.5,1
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,0.700692938126608,0.5,1
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,0.2648494665217035,0.5000000000000006,1
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,0.7597415534702558,0.6071515386385268,1
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,0.22625390863748351,0.5,1
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,0.5112383874132675,0.5,1
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,10.99,0,0.06,N,3,0.07187059776076252,0.39284846136147344,0
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0.07539081828541624,0.4161114946327758,0
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,0.4970141532625833,0.5000000000000006,1
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,0.4713504887588371,0.5,1
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,10.99,0,0.09,N,4,0.07316506084154888,0.40478154326605403,0
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,0.3950534078831537,0.4999999999999998,0
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,0.1916103124025502,0.5,1
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,0.38900928645525695,0.5,1
25,111996,RENT,9.0,PERSONAL,D,24250,10.99,0,0.22,N,3,0.13256994975905403,0.39284846136147344,0
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,0.6132911482495842,0.5174017699644331,1
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,0.13571180834605007,0.5,1
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,0.11712811650275425,0.4502354571188742,0
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,0.10933204753679626,0.5000000000000006,1
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,0.4278962837486145,0.5000000000000006,1
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,0.896633962798104,0.8093806294477919,1
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,0.8314872754973759,0.8236972410307427,1
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,0.9107464770404311,0.5,1
26,48000,RENT,4.0,MEDICAL,A,24000,10.99,1,0.5,N,3,0.8150706477955421,0.8093806294477919,1
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,0.9238398676586622,0.5,1
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,0.9416366390289521,0.5,1
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,0.08346718709313515,0.5,1
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,0.926555155407972,0.8236972410307427,1
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,0.6532905360616352,0.7752187684712174,1
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,0.6905009762821195,0.7752187684712174,1
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,0.6426394114000766,0.7522147873106841,1
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,0.6853650764906716,0.5,1
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,0.6344280377969079,0.6113503531122865,1
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,0.7716626356468691,0.5,1
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,10.99,1,0.37,N,2,0.6439170909846701,0.5,1
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,10.99,1,0.28,Y,3,0.2838106425445494,0.39284846136147344,0
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,0.9342189574721379,0.5,1
23,66000,RENT,6.0,VENTURE,A,24000,10.99,1,0.36,N,4,0.6222980126236011,0.5174017699644331,1
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,0.7838890141904526,0.7752187684712174,1
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,0.5638528637360355,0.5397034378883327,1
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,0.8316811821308875,0.6349500153109668,1
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,0.5851959657041382,0.4999999999999998,0
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,0.5117649342953683,0.5,1
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,0.06492317501789369,0.17630275896925715,0
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,0.5223328754905117,0.4999999999999998,0
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,0.4900971251464861,0.5000000000000006,1
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,10.99,1,0.32,N,3,0.5059541207612923,0.5000000000000006,1
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,0.7667453673801145,0.5813172366531215,1
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,0.5495836456077193,0.5000000000000006,1
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,0.3772726876322807,0.5,1
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,0.07290991003227856,0.17630275896925715,0
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,0.07151328484769658,0.5,1
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,0.530523986295435,0.5,1
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,0.249262626022402,0.403558580899247,0
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,0.15868729932772965,0.5,1
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,0.8332384414269977,0.6071515386385268,1
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,0.10668435634306833,0.38629878704492043,0
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,0.47141176681751046,0.4999999999999998,0
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,0.18905807555987694,0.4999999999999998,0
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,0.4886644060512785,0.4999999999999998,0
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,0.5195143684582054,0.4999999999999998,0
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,10.99,1,0.24,Y,2,0.16944422195649486,0.5,1
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,0.7652687391803605,0.5907662568187739,1
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,0.09607368858296006,0.3815805466193539,0
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,0.1461938194675331,0.4999999999999998,0
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,0.7467419864092499,0.5000000000000006,1
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,0.5249015144991165,0.4999999999999998,0
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,0.48898131304455505,0.5,1
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,0.11331829037351372,0.39284846136147344,0
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,0.11026480855698745,0.5,1
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,0.24485244507592993,0.5,1
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,0.6621272804874916,0.5000000000000006,1
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,0.06015454897122745,0.17630275896925715,0
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,0.4992136653600574,0.5,1
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,0.9385539785462318,0.5,1
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,0.5983337832331975,0.4999999999999998,0
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,0.08821838094701057,0.40478154326605403,0
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,0.5890622030540954,0.5,1
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,10.99,0,0.14,Y,2,0.09519715122237143,0.5,1
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,0.09793817367875664,0.39284846136147344,0
24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,10.99,1,0.55,N,2,0.8628811674355868,0.5,1
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,0.22684690247292383,0.5,1
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,0.7464449261623358,0.8093806294477919,1
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,0.8825007691424397,0.5,1
